interaction_id,hotel_id,timestamp,channel,language,request_type,complexity,hotel_name,city,country,hotel_type,rooms,hotel_size_category,handled_by,response_time_s,response_speed,hour_of_day,day_of_week_number,day_of_week,month_number,month_name,quarter,time_period,resolved
INT2025_09_0225,hotel_08,25/09/2025 12:21,instagram,EN,info,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,Human,330,Slow,12,4,Thursday,9,September,3,Afternoon,TRUE
INT2025_09_0245,hotel_09,05/09/2025 12:26,instagram,NO,check_out,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,74,Medium,12,5,Friday,9,September,3,Afternoon,TRUE
INT2025_09_0227,hotel_03,26/09/2025 14:11,email,NO,check_in,complex,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,AI,70,Medium,14,5,Friday,9,September,3,Afternoon,TRUE
INT2025_09_0228,hotel_07,26/09/2025 15:26,website_chat,EN,complaint,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,AI,100,Medium,15,5,Friday,9,September,3,Afternoon,TRUE
INT2025_09_0258,hotel_09,11/09/2025 15:16,website_chat,EN,check_out,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,Human,430,Slow,15,4,Thursday,9,September,3,Afternoon,TRUE
INT2025_09_0231,hotel_09,28/09/2025 07:51,facebook,EN,spa_reservation,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,Human,520,Slow,7,0,Sunday,9,September,3,Morning,FALSE
INT2025_09_0237,hotel_10,01/09/2025 14:41,email,EN,service_request,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,AI,98,Medium,14,1,Monday,9,September,3,Afternoon,TRUE
INT2025_09_0246,hotel_02,05/09/2025 13:41,facebook,EN,service_request,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,AI,102,Medium,13,5,Friday,9,September,3,Afternoon,TRUE
INT2025_09_0236,hotel_unknown,30/09/2025 13:26,facebook,NO,complaint,complex,,,,,,,AI,72,Medium,13,2,Tuesday,9,September,3,Afternoon,TRUE
INT2025_09_0240,hotel_08,02/09/2025 16:46,instagram,EN,technical_issue,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,Human,450,Slow,16,2,Tuesday,9,September,3,Afternoon,TRUE
INT2025_09_0287,hotel_07,26/09/2025 14:41,email,NO,service_request,complex,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,AI,44,Fast,14,5,Friday,9,September,3,Afternoon,TRUE
INT2025_09_0243,hotel_07,04/09/2025 10:36,website_chat,EN,booking,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,Human,330,Slow,10,4,Thursday,9,September,3,Morning,TRUE
INT2025_09_0263,hotel_unknown,14/09/2025 10:21,website_chat,NO,service_request,complex,,,,,,,AI,78,Medium,10,0,Sunday,9,September,3,Morning,TRUE
INT2025_09_0279,hotel_unknown,22/09/2025 16:06,website_chat,EN,service_request,simple,,,,,,,Human,330,Slow,16,1,Monday,9,September,3,Afternoon,TRUE
INT2025_09_0252,hotel_11,08/09/2025 09:16,email,EN,check_in,simple,Ålesun View Hotel,Ålesun,Norway,city,100,Large,Human,380,Slow,9,1,Monday,9,September,3,Morning,TRUE
INT2025_09_0254,hotel_08,09/09/2025 11:36,website_chat,NO,service_request,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,AI,76,Medium,11,2,Tuesday,9,September,3,Morning,TRUE
INT2025_09_0255,hotel_06,10/09/2025 12:11,instagram,EN,service_request,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,AI,104,Medium,12,3,Wednesday,9,September,3,Afternoon,TRUE
INT2025_09_0285,hotel_unknown,25/09/2025 12:11,instagram,EN,booking,simple,,,,,,,Human,520,Slow,12,4,Thursday,9,September,3,Afternoon,FALSE
INT2025_09_0261,hotel_02,13/09/2025 07:51,facebook,EN,complaint,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,Human,330,Slow,7,6,Saturday,9,September,3,Morning,TRUE
INT2025_09_0267,hotel_04,16/09/2025 14:41,email,EN,info,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,Human,520,Slow,14,2,Tuesday,9,September,3,Afternoon,FALSE
INT2025_09_0270,hotel_03,17/09/2025 16:46,instagram,EN,complaint,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,Human,360,Slow,16,3,Wednesday,9,September,3,Afternoon,TRUE
INT2025_09_0272,hotel_08,18/09/2025 09:21,email,NO,service_request,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,AI,80,Medium,9,4,Thursday,9,September,3,Morning,TRUE
INT2025_09_0273,hotel_07,19/09/2025 10:36,website_chat,EN,spa_reservation,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,AI,102,Medium,10,5,Friday,9,September,3,Morning,TRUE
INT2025_09_0234,hotel_12,29/09/2025 11:36,website_chat,EN,booking,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,Human,360,Slow,11,1,Monday,9,September,3,Morning,TRUE
INT2025_09_0276,hotel_09,20/09/2025 13:41,facebook,EN,check_in,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,Human,450,Slow,13,6,Saturday,9,September,3,Afternoon,TRUE
INT2025_09_0281,hotel_11,23/09/2025 08:00,facebook,NO,spa_reservation,complex,Ålesun View Hotel,Ålesun,Norway,city,100,Large,AI,82,Medium,8,2,Tuesday,9,September,3,Morning,TRUE
INT2025_09_0282,hotel_04,23/09/2025 09:16,email,EN,technical_issue,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,AI,104,Medium,9,2,Tuesday,9,September,3,Morning,TRUE
INT2025_09_0249,hotel_unknown,07/09/2025 16:06,website_chat,EN,technical_issue,simple,,,,,,,Human,520,Slow,16,0,Sunday,9,September,3,Afternoon,FALSE
INT2025_09_0264,hotel_unknown,14/09/2025 11:36,website_chat,EN,spa_reservation,simple,,,,,,,AI,100,Medium,11,0,Sunday,9,September,3,Morning,TRUE
INT2025_09_0291,hotel_12,28/09/2025 07:51,facebook,EN,check_in,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,AI,58,Fast,7,0,Sunday,9,September,3,Morning,TRUE
INT2025_09_0300,hotel_07,02/09/2025 16:46,instagram,EN,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,AI,62,Medium,16,2,Tuesday,9,September,3,Afternoon,TRUE
INT2025_09_0296,hotel_04,30/09/2025 13:26,facebook,NO,service_request,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,AI,46,Fast,13,2,Tuesday,9,September,3,Afternoon,TRUE
INT2025_09_0305,hotel_12,05/09/2025 12:26,instagram,NO,service_request,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,AI,48,Fast,12,5,Friday,9,September,3,Afternoon,TRUE
INT2025_09_0318,hotel_03,11/09/2025 15:16,website_chat,EN,booking,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,AI,68,Medium,15,4,Thursday,9,September,3,Afternoon,TRUE
INT2025_09_0368,hotel_09,06/09/2025 15:31,website_chat,NO,booking,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,62,Medium,15,6,Saturday,9,September,3,Afternoon,TRUE
INT2025_09_0323,hotel_11,14/09/2025 10:21,website_chat,NO,spa_reservation,complex,Ålesun View Hotel,Ålesun,Norway,city,100,Large,AI,52,Fast,10,0,Sunday,9,September,3,Morning,TRUE
INT2025_09_0327,hotel_10,16/09/2025 14:41,email,EN,booking,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,AI,70,Medium,14,2,Tuesday,9,September,3,Afternoon,TRUE
INT2025_09_0336,hotel_unknown,20/09/2025 13:41,facebook,EN,complaint,simple,,,,,,,AI,72,Medium,13,6,Saturday,9,September,3,Afternoon,TRUE
INT2025_09_0332,hotel_06,18/09/2025 09:21,email,NO,technical_issue,complex,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,AI,54,Fast,9,4,Thursday,9,September,3,Morning,TRUE
INT2025_09_0350,hotel_unknown,27/09/2025 17:16,instagram,NO,info,complex,,,,,,,AI,58,Fast,17,6,Saturday,9,September,3,Afternoon,TRUE
INT2025_09_0341,hotel_11,23/09/2025 08:00,facebook,NO,check_in,complex,Ålesun View Hotel,Ålesun,Norway,city,100,Large,AI,56,Fast,8,2,Tuesday,9,September,3,Morning,TRUE
INT2025_09_0345,hotel_02,25/09/2025 12:11,instagram,EN,check_out,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,AI,74,Medium,12,4,Thursday,9,September,3,Afternoon,TRUE
INT2025_09_0314,hotel_07,09/09/2025 11:36,website_chat,NO,spa_reservation,complex,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,AI,50,Fast,11,2,Tuesday,9,September,3,Morning,TRUE
INT2025_09_0363,hotel_12,04/09/2025 10:36,website_chat,EN,service_request,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,AI,78,Medium,10,4,Thursday,9,September,3,Morning,TRUE
INT2025_09_0372,hotel_05,08/09/2025 09:16,email,EN,service_request,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,AI,80,Medium,9,1,Monday,9,September,3,Morning,TRUE
INT2025_09_0359,hotel_02,02/09/2025 16:01,website_chat,NO,info,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,AI,60,Medium,16,2,Tuesday,9,September,3,Afternoon,TRUE
INT2025_09_0377,hotel_12,11/09/2025 14:41,email,NO,booking,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,AI,64,Medium,14,4,Thursday,9,September,3,Afternoon,TRUE
INT2025_09_0381,hotel_11,13/09/2025 07:51,facebook,EN,spa_reservation,simple,Ålesun View Hotel,Ålesun,Norway,city,100,Large,AI,82,Medium,7,6,Saturday,9,September,3,Morning,TRUE
INT2025_09_0386,hotel_05,15/09/2025 13:26,facebook,NO,complaint,complex,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,AI,66,Medium,13,1,Monday,9,September,3,Afternoon,TRUE
INT2025_09_0390,hotel_03,17/09/2025 16:46,instagram,EN,technical_issue,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,AI,84,Medium,16,3,Wednesday,9,September,3,Afternoon,TRUE
INT2025_09_0354,hotel_09,29/09/2025 11:36,website_chat,EN,service_request,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,76,Medium,11,1,Monday,9,September,3,Morning,TRUE
INT2025_09_0395,hotel_11,20/09/2025 12:26,instagram,NO,complaint,complex,Ålesun View Hotel,Ålesun,Norway,city,100,Large,AI,68,Medium,12,6,Saturday,9,September,3,Afternoon,TRUE
INT2025_09_0408,hotel_10,26/09/2025 15:16,website_chat,EN,check_out,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,AI,88,Medium,15,5,Friday,9,September,3,Afternoon,TRUE
INT2025_09_0420,hotel_unknown,02/09/2025 16:46,instagram,EN,check_out,simple,,,,,,,AI,74,Medium,16,2,Tuesday,9,September,3,Afternoon,TRUE
INT2025_09_0413,hotel_08,29/09/2025 10:21,website_chat,NO,service_request,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,AI,72,Medium,10,1,Monday,9,September,3,Morning,TRUE
INT2025_09_0425,hotel_unknown,05/09/2025 12:26,instagram,NO,info,complex,,,,,,,AI,110,Medium,12,5,Friday,9,September,3,Afternoon,TRUE
INT2025_09_0417,hotel_02,01/09/2025 14:41,email,EN,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,AI,90,Medium,14,1,Monday,9,September,3,Afternoon,TRUE
INT2025_09_0399,hotel_04,22/09/2025 16:06,website_chat,EN,technical_issue,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,AI,86,Medium,16,1,Monday,9,September,3,Afternoon,TRUE
INT2025_09_0422,hotel_10,03/09/2025 09:21,email,NO,service_request,complex,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,Human,360,Slow,9,3,Wednesday,9,September,3,Morning,TRUE
INT2025_09_0428,hotel_04,06/09/2025 15:31,website_chat,NO,complaint,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,Human,450,Slow,15,6,Saturday,9,September,3,Afternoon,TRUE
INT2025_09_0431,hotel_02,08/09/2025 08:00,facebook,NO,spa_reservation,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,Human,330,Slow,8,1,Monday,9,September,3,Morning,TRUE
INT2025_09_0404,hotel_unknown,24/09/2025 11:36,website_chat,NO,service_request,complex,,,,,,,AI,70,Medium,11,3,Wednesday,9,September,3,Morning,TRUE
INT2025_10_0001,hotel_02,01/10/2025 07:11,email,NO,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,AI,5.5,Fast,7,3,Wednesday,10,October,4,Morning,TRUE
INT2025_09_0429,hotel_07,07/09/2025 16:06,website_chat,EN,service_request,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,AI,76,Medium,16,0,Sunday,9,September,3,Afternoon,TRUE
INT2025_10_0002,hotel_05,01/10/2025 07:55,website_chat,EN,booking,complex,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,AI,31.2,Fast,7,3,Wednesday,10,October,4,Morning,TRUE
INT2025_10_0003,hotel_01,01/10/2025 08:38,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,AI,8,Fast,8,3,Wednesday,10,October,4,Morning,TRUE
INT2025_10_0004,hotel_07,01/10/2025 09:22,website_chat,EN,service_request,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,Human,305.9,Slow,9,3,Wednesday,10,October,4,Morning,TRUE
INT2025_10_0005,hotel_03,01/10/2025 10:06,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,AI,6.3,Fast,10,3,Wednesday,10,October,4,Morning,TRUE
INT2025_10_0006,hotel_09,01/10/2025 10:50,website_chat,EN,booking,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,,,10,3,Wednesday,10,October,4,Morning,FALSE
INT2025_10_0007,hotel_04,01/10/2025 11:34,email,NO,info,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,Human,188.7,Medium,11,3,Wednesday,10,October,4,Morning,TRUE
INT2025_10_0008,hotel_06,01/10/2025 12:18,website_chat,EN,info,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,Human,415,Slow,12,3,Wednesday,10,October,4,Afternoon,TRUE
INT2025_10_0009,hotel_10,01/10/2025 13:02,email,NO,info,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,AI,,,13,3,Wednesday,10,October,4,Afternoon,FALSE
INT2025_10_0010,hotel_08,01/10/2025 13:46,website_chat,EN,booking,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,Human,545,Slow,13,3,Wednesday,10,October,4,Afternoon,TRUE
INT2025_10_0011,hotel_02,01/10/2025 14:30,email,NO,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,AI,22,Fast,14,3,Wednesday,10,October,4,Afternoon,TRUE
INT2025_10_0013,hotel_12,01/10/2025 15:58,email,NO,info,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,Human,360,Slow,15,3,Wednesday,10,October,4,Afternoon,TRUE
INT2025_10_0015,hotel_03,01/10/2025 17:26,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,AI,34,Fast,17,3,Wednesday,10,October,4,Afternoon,TRUE
INT2025_10_0016,hotel_04,02/10/2025 07:12,website_chat,EN,info,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,AI,54,Fast,7,4,Thursday,10,October,4,Morning,TRUE
INT2025_10_0019,hotel_07,02/10/2025 09:24,email,NO,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,Human,430,Slow,9,4,Thursday,10,October,4,Morning,TRUE
INT2025_10_0020,hotel_08,02/10/2025 10:08,website_chat,EN,info,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,AI,26,Fast,10,4,Thursday,10,October,4,Morning,TRUE
INT2025_10_0023,hotel_11,02/10/2025 12:20,email,NO,info,simple,Ålesun View Hotel,Ålesun,Norway,city,100,Large,AI,42,Fast,12,4,Thursday,10,October,4,Afternoon,TRUE
INT2025_10_0024,hotel_12,02/10/2025 13:04,website_chat,EN,info,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,Human,380,Slow,13,4,Thursday,10,October,4,Afternoon,TRUE
INT2025_10_0027,hotel_03,02/10/2025 15:16,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,AI,28,Fast,15,4,Thursday,10,October,4,Afternoon,TRUE
INT2025_10_0029,hotel_05,02/10/2025 16:44,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,Human,330,Slow,16,4,Thursday,10,October,4,Afternoon,TRUE
INT2025_10_0031,hotel_07,03/10/2025 07:54,email,NO,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,AI,36,Fast,7,5,Friday,10,October,4,Morning,TRUE
INT2025_10_0032,hotel_08,03/10/2025 08:38,website_chat,EN,info,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,AI,58,Fast,8,5,Friday,10,October,4,Morning,TRUE
INT2025_10_0035,hotel_11,03/10/2025 10:50,email,NO,info,simple,Ålesun View Hotel,Ålesun,Norway,city,100,Large,Human,520,Slow,10,5,Friday,10,October,4,Morning,FALSE
INT2025_10_0036,hotel_12,03/10/2025 11:34,website_chat,EN,info,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,AI,29,Fast,11,5,Friday,10,October,4,Morning,TRUE
INT2025_10_0038,hotel_02,03/10/2025 13:02,website_chat,EN,service_request,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,Human,360,Slow,13,5,Friday,10,October,4,Afternoon,TRUE
INT2025_10_0040,hotel_04,03/10/2025 14:30,website_chat,EN,info,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,AI,40,Fast,14,5,Friday,10,October,4,Afternoon,TRUE
INT2025_10_0041,hotel_05,03/10/2025 15:14,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,AI,62,Medium,15,5,Friday,10,October,4,Afternoon,TRUE
INT2025_10_0044,hotel_08,03/10/2025 17:26,website_chat,EN,info,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,Human,430,Slow,17,5,Friday,10,October,4,Afternoon,TRUE
INT2025_10_0045,hotel_09,04/10/2025 07:11,email,NO,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,31,Fast,7,6,Saturday,10,October,4,Morning,TRUE
INT2025_10_0047,hotel_11,04/10/2025 08:39,email,NO,info,simple,Ålesun View Hotel,Ålesun,Norway,city,100,Large,Human,320,Slow,8,6,Saturday,10,October,4,Morning,TRUE
INT2025_10_0049,hotel_01,04/10/2025 10:07,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,AI,44,Fast,10,6,Saturday,10,October,4,Morning,TRUE
INT2025_10_0050,hotel_02,04/10/2025 10:51,website_chat,EN,booking,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,AI,66,Medium,10,6,Saturday,10,October,4,Morning,TRUE
INT2025_10_0053,hotel_05,04/10/2025 13:03,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,Human,480,Slow,13,6,Saturday,10,October,4,Afternoon,FALSE
INT2025_10_0054,hotel_06,04/10/2025 13:47,website_chat,EN,booking,complex,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,AI,33,Fast,13,6,Saturday,10,October,4,Afternoon,TRUE
INT2025_10_0056,hotel_08,04/10/2025 15:15,website_chat,EN,info,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,Human,360,Slow,15,6,Saturday,10,October,4,Afternoon,TRUE
INT2025_10_0058,hotel_10,04/10/2025 16:43,website_chat,EN,booking,complex,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,AI,46,Fast,16,6,Saturday,10,October,4,Afternoon,TRUE
INT2025_10_0059,hotel_11,04/10/2025 17:27,email,NO,info,simple,Ålesun View Hotel,Ålesun,Norway,city,100,Large,AI,70,Medium,17,6,Saturday,10,October,4,Afternoon,TRUE
INT2025_10_0062,hotel_02,05/10/2025 08:40,website_chat,EN,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,Human,430,Slow,8,0,Sunday,10,October,4,Morning,TRUE
INT2025_10_0063,hotel_03,05/10/2025 09:24,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,AI,35,Fast,9,0,Sunday,10,October,4,Morning,TRUE
INT2025_10_0065,hotel_05,05/10/2025 10:52,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,Human,330,Slow,10,0,Sunday,10,October,4,Morning,TRUE
INT2025_10_0067,hotel_07,05/10/2025 12:20,email,NO,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,AI,48,Fast,12,0,Sunday,10,October,4,Afternoon,TRUE
INT2025_10_0068,hotel_08,05/10/2025 13:04,website_chat,EN,booking,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,AI,72,Medium,13,0,Sunday,10,October,4,Afternoon,TRUE
INT2025_10_0071,hotel_11,05/10/2025 15:16,email,NO,info,simple,Ålesun View Hotel,Ålesun,Norway,city,100,Large,Human,520,Slow,15,0,Sunday,10,October,4,Afternoon,FALSE
INT2025_10_0072,hotel_12,05/10/2025 16:00,website_chat,EN,booking,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,AI,37,Fast,16,0,Sunday,10,October,4,Afternoon,TRUE
INT2025_10_0074,hotel_02,05/10/2025 17:28,website_chat,EN,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,Human,380,Slow,17,0,Sunday,10,October,4,Afternoon,TRUE
INT2025_10_0076,hotel_04,06/10/2025 07:58,website_chat,EN,booking,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,AI,50,Fast,7,1,Monday,10,October,4,Morning,TRUE
INT2025_10_0077,hotel_05,06/10/2025 08:42,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,AI,74,Medium,8,1,Monday,10,October,4,Morning,TRUE
INT2025_10_0080,hotel_08,06/10/2025 10:54,website_chat,EN,booking,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,Human,430,Slow,10,1,Monday,10,October,4,Morning,TRUE
INT2025_10_0081,hotel_09,06/10/2025 11:38,email,NO,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,34,Fast,11,1,Monday,10,October,4,Morning,TRUE
INT2025_10_0083,hotel_11,06/10/2025 13:06,email,NO,info,simple,Ålesun View Hotel,Ålesun,Norway,city,100,Large,Human,320,Slow,13,1,Monday,10,October,4,Afternoon,TRUE
INT2025_10_0085,hotel_01,06/10/2025 14:34,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,AI,46,Fast,14,1,Monday,10,October,4,Afternoon,TRUE
INT2025_10_0086,hotel_02,06/10/2025 15:18,website_chat,EN,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,AI,76,Medium,15,1,Monday,10,October,4,Afternoon,TRUE
INT2025_10_0089,hotel_05,06/10/2025 17:30,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,Human,450,Slow,17,1,Monday,10,October,4,Afternoon,TRUE
INT2025_10_0090,hotel_06,07/10/2025 07:16,website_chat,EN,info,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,AI,36,Fast,7,2,Tuesday,10,October,4,Morning,TRUE
INT2025_10_0092,hotel_08,07/10/2025 08:44,website_chat,EN,booking,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,Human,330,Slow,8,2,Tuesday,10,October,4,Morning,TRUE
INT2025_10_0094,hotel_10,07/10/2025 10:12,website_chat,EN,info,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,AI,52,Fast,10,2,Tuesday,10,October,4,Morning,TRUE
INT2025_10_0095,hotel_11,07/10/2025 10:56,email,NO,info,simple,Ålesun View Hotel,Ålesun,Norway,city,100,Large,AI,78,Medium,10,2,Tuesday,10,October,4,Morning,TRUE
INT2025_10_0098,hotel_02,07/10/2025 13:08,website_chat,EN,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,Human,520,Slow,13,2,Tuesday,10,October,4,Afternoon,FALSE
INT2025_10_0099,hotel_03,07/10/2025 13:52,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,AI,38,Fast,13,2,Tuesday,10,October,4,Afternoon,TRUE
INT2025_10_0101,hotel_05,07/10/2025 15:20,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,Human,360,Slow,15,2,Tuesday,10,October,4,Afternoon,TRUE
INT2025_10_0103,hotel_07,07/10/2025 16:48,email,NO,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,AI,54,Fast,16,2,Tuesday,10,October,4,Afternoon,TRUE
INT2025_10_0104,hotel_08,07/10/2025 17:32,website_chat,EN,booking,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,AI,80,Medium,17,2,Tuesday,10,October,4,Afternoon,TRUE
INT2025_10_0107,hotel_11,08/10/2025 08:46,email,NO,info,simple,Ålesun View Hotel,Ålesun,Norway,city,100,Large,Human,430,Slow,8,3,Wednesday,10,October,4,Morning,TRUE
INT2025_10_0108,hotel_12,08/10/2025 09:30,website_chat,EN,booking,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,AI,40,Fast,9,3,Wednesday,10,October,4,Morning,TRUE
INT2025_10_0110,hotel_02,08/10/2025 10:58,website_chat,EN,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,Human,320,Slow,10,3,Wednesday,10,October,4,Morning,TRUE
INT2025_10_0112,hotel_04,08/10/2025 12:26,website_chat,EN,booking,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,AI,56,Fast,12,3,Wednesday,10,October,4,Afternoon,TRUE
INT2025_10_0113,hotel_05,08/10/2025 13:10,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,AI,82,Medium,13,3,Wednesday,10,October,4,Afternoon,TRUE
INT2025_10_0116,hotel_08,08/10/2025 15:22,website_chat,EN,booking,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,Human,520,Slow,15,3,Wednesday,10,October,4,Afternoon,FALSE
INT2025_10_0117,hotel_09,08/10/2025 16:06,email,NO,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,AI,42,Fast,16,3,Wednesday,10,October,4,Afternoon,TRUE
INT2025_10_0119,hotel_11,08/10/2025 17:34,email,NO,info,simple,Ålesun View Hotel,Ålesun,Norway,city,100,Large,Human,380,Slow,17,3,Wednesday,10,October,4,Afternoon,TRUE
INT2025_10_0121,hotel_01,09/10/2025 08:04,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,AI,58,Fast,8,4,Thursday,10,October,4,Morning,TRUE
INT2025_10_0122,hotel_02,09/10/2025 08:48,website_chat,EN,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,AI,84,Medium,8,4,Thursday,10,October,4,Morning,TRUE
INT2025_10_0125,hotel_05,09/10/2025 11:00,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,Human,450,Slow,11,4,Thursday,10,October,4,Morning,TRUE
