interaction_id,hotel_id,channel,language,request_type,complexity,hotel_name,city,country,hotel_type,rooms,hotel_size_category,timestamp,day_of_week,hour_of_day,day_of_week_number,time_period,month_number,month_name,quarter
INT2025_08_0477,hotel_03,email,EN,booking,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,24/08/2025 14:29,Sunday,14,0,Afternoon,8,August,3
INT2025_08_0480,hotel_10,instagram,EN,service_request,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,25/08/2025 17:04,Monday,17,1,Afternoon,8,August,3
INT2025_08_0510,hotel_unknown,instagram,EN,booking,simple,,,,,,,09/08/2025 17:04,Saturday,17,6,Afternoon,8,August,3
INT2025_08_0513,hotel_unknown,website_chat,EN,service_request,simple,,,,,,,11/08/2025 10:24,Monday,10,1,Morning,8,August,3
INT2025_08_0485,hotel_08,instagram,NO,booking,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,28/08/2025 12:14,Thursday,12,4,Afternoon,8,August,3
INT2025_08_0486,hotel_04,facebook,EN,complaint,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,28/08/2025 13:29,Thursday,13,4,Afternoon,8,August,3
INT2025_08_0434,hotel_12,website_chat,NO,info,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,02/08/2025 11:24,Saturday,11,6,Morning,8,August,3
INT2025_08_0491,hotel_03,facebook,NO,check_in,complex,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,31/08/2025 07:48,Sunday,7,0,Morning,8,August,3
INT2025_08_0492,hotel_12,email,EN,info,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,31/08/2025 09:04,Sunday,9,0,Morning,8,August,3
INT2025_08_0444,hotel_07,website_chat,EN,check_out,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,07/08/2025 11:24,Thursday,11,4,Morning,8,August,3
INT2025_08_0495,hotel_10,instagram,EN,check_out,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,02/08/2025 11:59,Saturday,11,6,Morning,8,August,3
INT2025_08_0509,hotel_09,website_chat,NO,info,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,09/08/2025 16:29,Saturday,16,6,Afternoon,8,August,3
INT2025_08_0449,hotel_12,website_chat,NO,technical_issue,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,10/08/2025 16:29,Sunday,16,0,Afternoon,8,August,3
INT2025_08_0500,hotel_08,instagram,NO,info,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,04/08/2025 17:04,Monday,17,1,Afternoon,8,August,3
INT2025_08_0501,hotel_04,facebook,EN,booking,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,05/08/2025 07:39,Tuesday,7,2,Morning,8,August,3
INT2025_08_0459,hotel_07,website_chat,EN,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,15/08/2025 15:54,Friday,15,5,Afternoon,8,August,3
INT2025_08_0503,hotel_02,website_chat,NO,complaint,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,06/08/2025 10:09,Wednesday,10,3,Morning,8,August,3
INT2025_08_0506,hotel_12,facebook,NO,spa_reservation,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,07/08/2025 13:14,Thursday,13,4,Afternoon,8,August,3
INT2025_08_0507,hotel_06,email,EN,technical_issue,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,08/08/2025 14:29,Friday,14,5,Afternoon,8,August,3
INT2025_08_0464,hotel_12,website_chat,NO,spa_reservation,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,17/08/2025 11:24,Sunday,11,0,Morning,8,August,3
INT2025_08_0494,hotel_unknown,website_chat,NO,complaint,complex,,,,,,,01/08/2025 11:24,Friday,11,5,Morning,8,August,3
INT2025_08_0474,hotel_05,website_chat,EN,technical_issue,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,22/08/2025 11:24,Friday,11,5,Morning,8,August,3
INT2025_08_0489,hotel_02,website_chat,EN,spa_reservation,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,30/08/2025 15:54,Saturday,15,6,Afternoon,8,August,3
INT2025_08_0437,hotel_11,email,NO,service_request,complex,Ålesund View Hotel,Ålesund,Norway,city,100,Large,04/08/2025 14:29,Monday,14,1,Afternoon,8,August,3
INT2025_08_0446,hotel_02,facebook,NO,service_request,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,08/08/2025 13:14,Friday,13,5,Afternoon,8,August,3
INT2025_08_0462,hotel_06,email,EN,service_request,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,16/08/2025 09:04,Saturday,9,6,Morning,8,August,3
INT2025_08_0471,hotel_08,facebook,EN,service_request,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,21/08/2025 07:39,Thursday,7,4,Morning,8,August,3
INT2025_08_0429,hotel_07,website_chat,EN,service_request,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,31/08/2025 15:54,Sunday,15,0,Afternoon,8,August,3
INT2025_08_0479,hotel_unknown,website_chat,NO,service_request,complex,,,,,,,25/08/2025 16:29,Monday,16,1,Afternoon,8,August,3
INT2025_08_0512,hotel_11,email,NO,service_request,complex,Ålesund View Hotel,Ålesund,Norway,city,100,Large,10/08/2025 09:09,Sunday,9,0,Morning,8,August,3
INT2025_08_0504,hotel_unknown,website_chat,EN,service_request,simple,,,,,,,06/08/2025 11:24,Wednesday,11,3,Morning,8,August,3
INT2025_08_0515,hotel_08,instagram,NO,technical_issue,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,12/08/2025 12:14,Tuesday,12,2,Afternoon,8,August,3
INT2025_08_0516,hotel_04,facebook,EN,check_in,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,12/08/2025 13:29,Tuesday,13,2,Afternoon,8,August,3
INT2025_09_0008,hotel_09,website_chat,NO,technical_issue,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,05/09/2025 14:36,Friday,14,5,Afternoon,9,September,3
INT2025_08_0518,hotel_02,website_chat,NO,booking,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,13/08/2025 15:19,Wednesday,15,3,Afternoon,8,August,3
INT2025_09_0015,hotel_09,instagram,EN,check_in,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,10/09/2025 12:06,Wednesday,12,3,Afternoon,9,September,3
INT2025_08_0522,hotel_03,email,EN,service_request,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,15/08/2025 09:04,Friday,9,5,Morning,8,August,3
INT2025_08_0521,hotel_12,facebook,NO,service_request,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,15/08/2025 07:48,Friday,7,5,Morning,8,August,3
INT2025_08_0525,hotel_unknown,instagram,EN,info,simple,,,,,,,17/08/2025 11:59,Sunday,11,0,Morning,8,August,3
INT2025_08_0527,hotel_11,email,NO,booking,complex,Ålesund View Hotel,Ålesund,Norway,city,100,Large,18/08/2025 14:29,Monday,14,1,Afternoon,8,August,3
INT2025_08_0528,hotel_unknown,website_chat,EN,complaint,simple,,,,,,,18/08/2025 15:04,Monday,15,1,Afternoon,8,August,3
INT2025_08_0530,hotel_08,instagram,NO,service_request,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,19/08/2025 17:04,Tuesday,17,2,Afternoon,8,August,3
INT2025_08_0531,hotel_04,facebook,EN,spa_reservation,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,20/08/2025 07:39,Wednesday,7,3,Morning,8,August,3
INT2025_08_0533,hotel_02,website_chat,NO,check_out,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,21/08/2025 10:09,Thursday,10,4,Morning,8,August,3
INT2025_08_0536,hotel_03,facebook,NO,complaint,complex,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,22/08/2025 13:14,Friday,13,5,Afternoon,8,August,3
INT2025_09_0001,hotel_02,email,NO,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,01/09/2025 07:26,Monday,7,1,Morning,9,September,3
INT2025_09_0002,hotel_05,website_chat,EN,booking,complex,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,01/09/2025 08:41,Monday,8,1,Morning,9,September,3
INT2025_09_0003,hotel_07,website_chat,NO,service_request,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,02/09/2025 09:55,Tuesday,9,2,Morning,9,September,3
INT2025_09_0004,hotel_01,instagram,EN,complaint,complex,The Well,Sandvika,Norway,spa,231,Large,02/09/2025 11:14,Tuesday,11,2,Morning,9,September,3
INT2025_09_0005,hotel_11,email,NO,check_in,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,03/09/2025 12:02,Wednesday,12,3,Afternoon,9,September,3
INT2025_09_0021,hotel_unknown,email,EN,complaint,complex,,,,,,,13/09/2025 17:44,Saturday,17,6,Afternoon,9,September,3
INT2025_09_0024,hotel_unknown,website_chat,EN,booking,simple,,,,,,,14/09/2025 11:30,Sunday,11,0,Morning,9,September,3
INT2025_08_0537,hotel_12,email,EN,service_request,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,23/08/2025 14:29,Saturday,14,6,Afternoon,8,August,3
INT2025_09_0036,hotel_unknown,facebook,EN,technical_issue,simple,,,,,,,20/09/2025 13:04,Saturday,13,6,Afternoon,9,September,3
INT2025_09_0009,hotel_11,instagram,EN,info,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,06/09/2025 17:06,Saturday,17,6,Afternoon,9,September,3
INT2025_09_0050,hotel_unknown,instagram,NO,check_out,complex,,,,,,,27/09/2025 17:11,Saturday,17,6,Afternoon,9,September,3
INT2025_09_0012,hotel_08,email,EN,booking,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,08/09/2025 09:29,Monday,9,1,Morning,9,September,3
INT2025_08_0519,hotel_06,website_chat,EN,check_out,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,14/08/2025 15:54,Thursday,15,4,Afternoon,8,August,3
INT2025_09_0044,hotel_09,website_chat,NO,spa_reservation,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,24/09/2025 11:41,Wednesday,11,3,Morning,9,September,3
INT2025_09_0017,hotel_05,facebook,NO,spa_reservation,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,11/09/2025 14:10,Thursday,14,4,Afternoon,9,September,3
INT2025_09_0018,hotel_02,website_chat,EN,technical_issue,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,11/09/2025 14:52,Thursday,14,4,Afternoon,9,September,3
INT2025_08_0524,hotel_05,website_chat,NO,technical_issue,complex,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,16/08/2025 11:24,Saturday,11,6,Morning,8,August,3
INT2025_08_0534,hotel_06,website_chat,EN,info,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,21/08/2025 11:24,Thursday,11,4,Morning,8,August,3
INT2025_09_0023,hotel_11,email,NO,check_out,medium,Ålesund View Hotel,Ålesund,Norway,city,100,Large,14/09/2025 10:14,Sunday,10,0,Morning,9,September,3
INT2025_08_0539,hotel_05,website_chat,NO,spa_reservation,complex,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,24/08/2025 16:29,Sunday,16,0,Afternoon,8,August,3
INT2025_09_0026,hotel_04,instagram,NO,spa_reservation,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,15/09/2025 13:19,Monday,13,1,Afternoon,9,September,3
INT2025_09_0027,hotel_08,facebook,EN,technical_issue,medium,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,16/09/2025 14:36,Tuesday,14,2,Afternoon,9,September,3
INT2025_09_0035,hotel_unknown,website_chat,NO,spa_reservation,complex,,,,,,,20/09/2025 12:31,Saturday,12,6,Afternoon,9,September,3
INT2025_09_0029,hotel_03,website_chat,NO,booking,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,17/09/2025 15:55,Wednesday,15,3,Afternoon,9,September,3
INT2025_09_0014,hotel_03,website_chat,NO,service_request,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,09/09/2025 11:14,Tuesday,11,2,Morning,9,September,3
INT2025_09_0033,hotel_02,instagram,EN,service_request,medium,Oslo City Hotel,Oslo,Norway,city,180,Large,19/09/2025 09:59,Friday,9,5,Morning,9,September,3
INT2025_09_0030,hotel_07,website_chat,EN,complaint,medium,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,17/09/2025 16:47,Wednesday,16,3,Afternoon,9,September,3
INT2025_09_0039,hotel_12,website_chat,EN,complaint,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,22/09/2025 15:50,Monday,15,1,Afternoon,9,September,3
INT2025_09_0038,hotel_11,website_chat,NO,check_out,complex,Ålesund View Hotel,Ålesund,Norway,city,100,Large,21/09/2025 15:37,Sunday,15,0,Afternoon,9,September,3
INT2025_09_0020,hotel_unknown,instagram,NO,service_request,simple,,,,,,,12/09/2025 17:15,Friday,17,5,Afternoon,9,September,3
INT2025_09_0042,hotel_06,email,EN,booking,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,23/09/2025 09:10,Tuesday,9,2,Morning,9,September,3
INT2025_09_0011,hotel_04,facebook,NO,service_request,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,08/09/2025 08:15,Monday,8,1,Morning,9,September,3
INT2025_09_0045,hotel_07,instagram,EN,technical_issue,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,25/09/2025 12:15,Thursday,12,4,Afternoon,9,September,3
INT2025_09_0032,hotel_05,email,NO,service_request,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,18/09/2025 09:30,Thursday,9,4,Morning,9,September,3
INT2025_09_0047,hotel_02,email,NO,info,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,26/09/2025 14:06,Friday,14,5,Afternoon,9,September,3
INT2025_09_0048,hotel_09,website_chat,EN,complaint,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,26/09/2025 15:20,Friday,15,5,Afternoon,9,September,3
INT2025_09_0041,hotel_08,facebook,NO,service_request,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,23/09/2025 07:54,Tuesday,7,2,Morning,9,September,3
INT2025_09_0051,hotel_10,facebook,EN,service_request,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,28/09/2025 07:49,Sunday,7,0,Morning,9,September,3
INT2025_09_0053,hotel_12,website_chat,NO,spa_reservation,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,29/09/2025 10:21,Monday,10,1,Morning,9,September,3
INT2025_09_0072,hotel_09,email,EN,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,08/09/2025 09:16,Monday,9,1,Morning,9,September,3
INT2025_09_0056,hotel_06,facebook,NO,booking,complex,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,30/09/2025 13:26,Tuesday,13,2,Afternoon,9,September,3
INT2025_09_0057,hotel_03,email,EN,check_in,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,01/09/2025 14:41,Monday,14,1,Afternoon,9,September,3
INT2025_09_0086,hotel_09,facebook,NO,service_request,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,15/09/2025 13:26,Monday,13,1,Afternoon,9,September,3
INT2025_09_0060,hotel_05,instagram,EN,service_request,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,02/09/2025 16:46,Tuesday,16,2,Afternoon,9,September,3
INT2025_09_0101,hotel_09,facebook,NO,check_in,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,23/09/2025 08:00,Tuesday,8,2,Morning,9,September,3
INT2025_09_0062,hotel_09,email,NO,technical_issue,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,03/09/2025 09:21,Wednesday,9,3,Morning,9,September,3
INT2025_09_0138,hotel_09,website_chat,EN,spa_reservation,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,11/09/2025 15:26,Thursday,15,4,Afternoon,9,September,3
INT2025_09_0065,hotel_10,instagram,NO,check_out,complex,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,05/09/2025 12:26,Friday,12,5,Afternoon,9,September,3
INT2025_09_0066,hotel_11,facebook,EN,complaint,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,05/09/2025 13:41,Friday,13,5,Afternoon,9,September,3
INT2025_09_0063,hotel_unknown,website_chat,EN,info,simple,,,,,,,04/09/2025 10:36,Thursday,10,4,Morning,9,September,3
INT2025_09_0068,hotel_04,website_chat,NO,check_in,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,06/09/2025 15:31,Saturday,15,6,Afternoon,9,September,3
INT2025_09_0071,hotel_unknown,facebook,NO,technical_issue,complex,,,,,,,08/09/2025 08:00,Monday,8,1,Morning,9,September,3
INT2025_09_0077,hotel_unknown,email,NO,service_request,complex,,,,,,,11/09/2025 14:11,Thursday,14,4,Afternoon,9,September,3
INT2025_09_0075,hotel_02,instagram,EN,check_out,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,10/09/2025 12:21,Wednesday,12,3,Afternoon,9,September,3
INT2025_09_0078,hotel_unknown,website_chat,EN,spa_reservation,simple,,,,,,,11/09/2025 15:26,Thursday,15,4,Afternoon,9,September,3
INT2025_09_0092,hotel_unknown,email,NO,complaint,complex,,,,,,,18/09/2025 09:21,Thursday,9,4,Morning,9,September,3
INT2025_09_0080,hotel_11,instagram,NO,check_in,complex,Ålesund View Hotel,Ålesund,Norway,city,100,Large,12/09/2025 17:16,Friday,17,5,Afternoon,9,September,3
INT2025_09_0081,hotel_12,facebook,EN,info,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,13/09/2025 07:51,Saturday,7,6,Morning,9,September,3
INT2025_09_0098,hotel_unknown,website_chat,NO,info,complex,,,,,,,21/09/2025 15:31,Sunday,15,0,Afternoon,9,September,3
INT2025_09_0083,hotel_08,website_chat,NO,complaint,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,14/09/2025 10:21,Sunday,10,0,Morning,9,September,3
INT2025_09_0107,hotel_unknown,email,NO,booking,complex,,,,,,,26/09/2025 14:11,Friday,14,5,Afternoon,9,September,3
INT2025_09_0087,hotel_07,email,EN,spa_reservation,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,16/09/2025 14:41,Tuesday,14,2,Afternoon,9,September,3
INT2025_09_0120,hotel_unknown,instagram,EN,service_request,simple,,,,,,,02/09/2025 16:46,Tuesday,16,2,Afternoon,9,September,3
INT2025_09_0090,hotel_09,instagram,EN,check_in,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,17/09/2025 16:46,Wednesday,16,3,Afternoon,9,September,3
INT2025_09_0093,hotel_10,website_chat,EN,service_request,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,19/09/2025 10:36,Friday,10,5,Morning,9,September,3
INT2025_09_0135,hotel_unknown,instagram,EN,check_in,simple,,,,,,,10/09/2025 12:21,Wednesday,12,3,Afternoon,9,September,3
INT2025_09_0095,hotel_12,instagram,NO,spa_reservation,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,20/09/2025 12:26,Saturday,12,6,Afternoon,9,September,3
INT2025_09_0096,hotel_04,facebook,EN,technical_issue,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,20/09/2025 13:41,Saturday,13,6,Afternoon,9,September,3
INT2025_09_0054,hotel_04,website_chat,EN,technical_issue,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,29/09/2025 11:36,Monday,11,1,Morning,9,September,3
INT2025_09_0069,hotel_08,website_chat,EN,service_request,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,07/09/2025 16:06,Sunday,16,0,Afternoon,9,September,3
INT2025_09_0105,hotel_09,instagram,EN,technical_issue,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,25/09/2025 12:21,Thursday,12,4,Afternoon,9,September,3
INT2025_09_0074,hotel_05,website_chat,NO,complaint,complex,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,09/09/2025 11:06,Tuesday,11,2,Morning,9,September,3
INT2025_09_0108,hotel_10,website_chat,EN,check_out,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,26/09/2025 15:26,Friday,15,5,Afternoon,9,September,3
INT2025_09_0084,hotel_06,website_chat,EN,check_out,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,14/09/2025 11:36,Sunday,11,0,Morning,9,September,3
INT2025_09_0111,hotel_04,facebook,EN,service_request,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,28/09/2025 07:51,Sunday,7,0,Morning,9,September,3
INT2025_09_0089,hotel_02,website_chat,NO,info,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,17/09/2025 16:01,Wednesday,16,3,Afternoon,9,September,3
INT2025_09_0113,hotel_06,website_chat,NO,technical_issue,complex,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,29/09/2025 10:21,Monday,10,1,Morning,9,September,3
INT2025_09_0134,hotel_unknown,website_chat,NO,complaint,complex,,,,,,,09/09/2025 11:06,Tuesday,11,2,Morning,9,September,3
INT2025_09_0116,hotel_07,facebook,NO,booking,complex,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,30/09/2025 13:26,Tuesday,13,2,Afternoon,9,September,3
INT2025_09_0117,hotel_05,email,EN,complaint,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,01/09/2025 14:41,Monday,14,1,Afternoon,9,September,3
INT2025_09_0099,hotel_06,website_chat,EN,booking,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,22/09/2025 16:06,Monday,16,1,Afternoon,9,September,3
INT2025_09_0104,hotel_02,website_chat,NO,spa_reservation,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,24/09/2025 11:06,Wednesday,11,3,Morning,9,September,3
INT2025_09_0122,hotel_10,email,NO,technical_issue,complex,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,03/09/2025 09:21,Wednesday,9,3,Morning,9,September,3
INT2025_09_0123,hotel_11,website_chat,EN,info,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,04/09/2025 10:36,Thursday,10,4,Morning,9,September,3
INT2025_09_0114,hotel_03,website_chat,EN,check_in,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,29/09/2025 11:36,Monday,11,1,Morning,9,September,3
INT2025_09_0125,hotel_04,instagram,NO,booking,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,05/09/2025 12:26,Friday,12,5,Afternoon,9,September,3
INT2025_09_0126,hotel_08,facebook,EN,complaint,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,05/09/2025 13:41,Friday,13,5,Afternoon,9,September,3
INT2025_09_0128,hotel_06,website_chat,NO,service_request,complex,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,06/09/2025 15:31,Saturday,15,6,Afternoon,9,September,3
INT2025_09_0129,hotel_03,website_chat,EN,spa_reservation,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,07/09/2025 16:06,Sunday,16,0,Afternoon,9,September,3
INT2025_09_0131,hotel_05,facebook,NO,check_out,complex,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,08/09/2025 08:00,Monday,8,1,Morning,9,September,3
INT2025_09_0132,hotel_02,email,EN,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,08/09/2025 09:16,Monday,9,1,Morning,9,September,3
INT2025_09_0059,hotel_07,website_chat,NO,service_request,complex,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,02/09/2025 16:01,Tuesday,16,2,Afternoon,9,September,3
INT2025_09_0102,hotel_07,email,EN,service_request,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,23/09/2025 09:16,Tuesday,9,2,Morning,9,September,3
INT2025_09_0137,hotel_11,email,NO,service_request,complex,Ålesund View Hotel,Ålesund,Norway,city,100,Large,11/09/2025 14:11,Thursday,14,4,Afternoon,9,September,3
INT2025_09_0110,hotel_12,instagram,NO,service_request,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,27/09/2025 17:16,Saturday,17,6,Afternoon,9,September,3
INT2025_09_0119,hotel_09,website_chat,NO,service_request,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,02/09/2025 16:01,Tuesday,16,2,Afternoon,9,September,3
INT2025_09_0152,hotel_09,email,NO,check_out,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,18/09/2025 09:21,Thursday,9,4,Morning,9,September,3
INT2025_09_0140,hotel_04,instagram,NO,info,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,12/09/2025 17:16,Friday,17,5,Afternoon,9,September,3
INT2025_09_0141,hotel_08,facebook,EN,booking,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,13/09/2025 07:51,Saturday,7,6,Morning,9,September,3
INT2025_09_0153,hotel_12,website_chat,EN,service_request,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,19/09/2025 10:36,Friday,10,5,Morning,9,September,3
INT2025_09_0143,hotel_03,website_chat,NO,complaint,complex,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,14/09/2025 10:21,Sunday,10,0,Morning,9,September,3
INT2025_09_0192,hotel_09,email,EN,check_in,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,08/09/2025 09:16,Monday,9,1,Morning,9,September,3
INT2025_09_0146,hotel_02,facebook,NO,spa_reservation,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,15/09/2025 13:26,Monday,13,1,Afternoon,9,September,3
INT2025_09_0147,hotel_09,email,EN,technical_issue,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,16/09/2025 14:41,Tuesday,14,2,Afternoon,9,September,3
INT2025_09_0161,hotel_09,facebook,NO,service_request,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,23/09/2025 08:00,Tuesday,8,2,Morning,9,September,3
INT2025_09_0218,hotel_09,website_chat,NO,booking,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,21/09/2025 15:31,Sunday,15,0,Afternoon,9,September,3
INT2025_09_0170,hotel_06,instagram,NO,service_request,complex,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,27/09/2025 17:16,Saturday,17,6,Afternoon,9,September,3
INT2025_09_0155,hotel_08,instagram,NO,spa_reservation,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,20/09/2025 12:26,Saturday,12,6,Afternoon,9,September,3
INT2025_09_0156,hotel_06,facebook,EN,technical_issue,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,20/09/2025 13:41,Saturday,13,6,Afternoon,9,September,3
INT2025_09_0150,hotel_unknown,instagram,EN,booking,simple,,,,,,,17/09/2025 16:46,Wednesday,16,3,Afternoon,9,September,3
INT2025_09_0158,hotel_07,website_chat,NO,check_in,complex,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,21/09/2025 15:31,Sunday,15,0,Afternoon,9,September,3
INT2025_09_0162,hotel_unknown,email,EN,service_request,simple,,,,,,,23/09/2025 09:16,Tuesday,9,2,Morning,9,September,3
INT2025_09_0171,hotel_unknown,facebook,EN,service_request,simple,,,,,,,28/09/2025 07:51,Sunday,7,0,Morning,9,September,3
INT2025_09_0165,hotel_10,instagram,EN,check_out,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,25/09/2025 12:21,Thursday,12,4,Afternoon,9,September,3
