"interaction_id","timestamp","hotel_id","channel","language","request_type","complexity","hotel_name","city","country","hotel_type","rooms","handled_by","response_time_s","resolved"
"INT2025_07_0317","2025-07-06 14:22:00","hotel_03","email","NO","info","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",35,"TRUE"
"INT2025_07_0330","2025-07-12 16:57:00","hotel_06","instagram","EN","service_request","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",47,"TRUE"
"INT2025_07_0335","2025-07-15 12:07:00","hotel_02","instagram","NO","booking","complex","Oslo City Hotel","Oslo","Norway","city",180,"AI",36,"TRUE"
"INT2025_07_0366","2025-07-30 13:22:00","hotel_unknown","facebook","EN","check_in","simple","","","","","","AI",49,"TRUE"
"INT2025_07_0380","2025-07-06 16:57:00","hotel_unknown","instagram","NO","service_request","complex","","","","","","AI",36,"TRUE"
"INT2025_07_0299","2025-07-28 16:22:00","hotel_09","website_chat","NO","technical_issue","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",34,"TRUE"
"INT2025_07_0348","2025-07-21 14:57:00","hotel_05","website_chat","EN","spa_reservation","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",48,"TRUE"
"INT2025_07_0353","2025-07-24 10:02:00","hotel_10","website_chat","NO","complaint","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",37,"TRUE"
"INT2025_07_0357","2025-07-26 14:22:00","hotel_08","email","EN","technical_issue","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",43,"TRUE"
"INT2025_07_0339","2025-07-17 15:47:00","hotel_10","website_chat","EN","spa_reservation","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",42,"TRUE"
"INT2025_07_0344","2025-07-19 11:17:00","hotel_06","website_chat","NO","complaint","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",34,"TRUE"
"INT2025_07_0375","2025-07-04 11:52:00","hotel_07","instagram","EN","info","simple","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",44,"TRUE"
"INT2025_07_0362","2025-07-28 09:02:00","hotel_05","email","NO","service_request","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",35,"TRUE"
"INT2025_07_0371","2025-07-02 07:41:00","hotel_08","facebook","NO","service_request","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",38,"TRUE"
"INT2025_07_0410","2025-07-21 16:57:00","hotel_09","instagram","NO","booking","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",46,"TRUE"
"INT2025_07_0426","2025-07-29 13:14:00","hotel_09","facebook","EN","booking","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",82,"TRUE"
"INT2025_07_0468","2025-07-19 15:04:00","hotel_09","website_chat","EN","booking","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",380,"TRUE"
"INT2025_07_0398","2025-07-15 15:12:00","hotel_12","website_chat","NO","spa_reservation","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",37,"TRUE"
"INT2025_07_0393","2025-07-13 10:17:00","hotel_unknown","website_chat","EN","booking","simple","","","","","","AI",45,"TRUE"
"INT2025_07_0402","2025-07-17 08:57:00","hotel_03","email","EN","check_in","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",52,"TRUE"
"INT2025_07_0407","2025-07-20 14:22:00","hotel_unknown","email","NO","technical_issue","complex","","","","","","AI",40,"TRUE"
"INT2025_07_0420","2025-07-26 16:49:00","hotel_unknown","instagram","EN","check_out","simple","","","","","","Human",600,"FALSE"
"INT2025_07_0423","2025-07-28 10:08:00","hotel_unknown","website_chat","EN","spa_reservation","simple","","","","","","Human",360,"TRUE"
"INT2025_07_0416","2025-07-24 13:09:00","hotel_08","facebook","NO","check_in","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",55,"TRUE"
"INT2025_07_0417","2025-07-25 13:44:00","hotel_06","email","EN","info","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",90,"TRUE"
"INT2025_07_0438","2025-07-04 15:19:00","hotel_unknown","website_chat","EN","service_request","simple","","","","","","Human",450,"TRUE"
"INT2025_07_0452","2025-07-11 08:59:00","hotel_unknown","email","NO","booking","complex","","","","","","AI",60,"TRUE"
"INT2025_07_0425","2025-07-29 11:58:00","hotel_10","instagram","NO","info","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",48,"TRUE"
"INT2025_07_0453","2025-07-12 10:14:00","hotel_unknown","website_chat","EN","complaint","simple","","","","","","AI",94,"TRUE"
"INT2025_07_0465","2025-07-18 11:59:00","hotel_unknown","instagram","EN","technical_issue","simple","","","","","","Human",520,"FALSE"
"INT2025_07_0432","2025-07-01 09:09:00","hotel_03","email","EN","technical_issue","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"Human",380,"TRUE"
"INT2025_07_0389","2025-07-11 16:22:00","hotel_07","website_chat","NO","spa_reservation","complex","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",39,"TRUE"
"INT2025_07_0435","2025-07-03 12:14:00","hotel_02","instagram","EN","booking","simple","Oslo City Hotel","Oslo","Norway","city",180,"AI",88,"TRUE"
"INT2025_07_0441","2025-07-06 07:48:00","hotel_11","facebook","EN","check_in","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"Human",330,"TRUE"
"INT2025_07_0414","2025-07-23 11:18:00","hotel_04","website_chat","EN","spa_reservation","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"Human",380,"TRUE"
"INT2025_07_0443","2025-07-07 10:19:00","hotel_04","website_chat","NO","booking","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",50,"TRUE"
"INT2025_07_0447","2025-07-09 13:59:00","hotel_07","email","EN","service_request","simple","Trondheim Central Hotel","Trondheim","Norway","city",140,"Human",600,"FALSE"
"INT2025_07_0450","2025-07-10 17:04:00","hotel_09","instagram","EN","info","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",360,"TRUE"
"INT2025_07_0434","2025-07-02 10:59:00","hotel_05","website_chat","NO","info","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",57,"TRUE"
"INT2025_07_0444","2025-07-07 10:54:00","hotel_08","website_chat","EN","check_out","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",92,"TRUE"
"INT2025_07_0456","2025-07-13 13:19:00","hotel_12","facebook","EN","spa_reservation","simple","Geilo Alpine Resort","Geilo","Norway","resort",170,"Human",430,"TRUE"
"INT2025_07_0459","2025-07-15 16:24:00","hotel_06","website_chat","EN","info","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"Human",320,"TRUE"
"INT2025_07_0461","2025-07-16 07:38:00","hotel_07","facebook","NO","complaint","complex","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",52,"TRUE"
"INT2025_07_0470","2025-07-20 16:54:00","hotel_04","instagram","NO","complaint","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",58,"TRUE"
"INT2025_07_0429","2025-07-31 15:49:00","hotel_04","website_chat","EN","service_request","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"Human",520,"FALSE"
"INT2025_07_0462","2025-07-16 08:54:00","hotel_05","email","EN","service_request","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",86,"TRUE"
"INT2025_07_0495","2025-07-02 11:44:00","hotel_09","instagram","EN","check_out","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",320,"TRUE"
"INT2025_07_0471","2025-07-21 07:33:00","hotel_08","facebook","EN","service_request","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",90,"TRUE"
"INT2025_07_0477","2025-07-24 14:24:00","hotel_09","email","EN","booking","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",330,"TRUE"
"INT2025_07_0480","2025-07-25 16:49:00","hotel_10","instagram","EN","service_request","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",98,"TRUE"
"INT2025_07_0483","2025-07-27 09:59:00","hotel_12","website_chat","EN","check_out","simple","Geilo Alpine Resort","Geilo","Norway","resort",170,"Human",600,"FALSE"
"INT2025_07_0488","2025-07-29 14:54:00","hotel_unknown","website_chat","NO","service_request","complex","","","","","","AI",62,"TRUE"
"INT2025_07_0486","2025-07-28 13:04:00","hotel_06","facebook","EN","complaint","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"Human",360,"TRUE"
"INT2025_07_0492","2025-07-31 08:39:00","hotel_unknown","email","EN","info","simple","","","","","","Human",430,"TRUE"
"INT2025_07_0506","2025-07-07 12:54:00","hotel_unknown","facebook","NO","spa_reservation","complex","","","","","","AI",60,"TRUE"
"INT2025_07_0507","2025-07-08 14:09:00","hotel_unknown","email","EN","technical_issue","simple","","","","","","AI",92,"TRUE"
"INT2025_07_0497","2025-07-03 14:14:00","hotel_12","email","NO","service_request","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",57,"TRUE"
"INT2025_07_0498","2025-07-03 14:49:00","hotel_04","website_chat","EN","spa_reservation","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",100,"TRUE"
"INT2025_07_0501","2025-07-05 07:18:00","hotel_03","facebook","EN","booking","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"Human",520,"FALSE"
"INT2025_07_0479","2025-07-25 16:14:00","hotel_unknown","website_chat","NO","service_request","complex","","","","","","AI",55,"TRUE"
"INT2025_07_0504","2025-07-06 11:04:00","hotel_unknown","website_chat","EN","service_request","simple","","","","","","Human",380,"TRUE"
"INT2025_07_0510","2025-07-09 16:34:00","hotel_11","instagram","EN","booking","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"Human",450,"TRUE"
"INT2025_07_0474","2025-07-22 11:19:00","hotel_07","website_chat","EN","technical_issue","simple","Trondheim Central Hotel","Trondheim","Norway","city",140,"Human",450,"TRUE"
"INT2025_07_0513","2025-07-11 09:44:00","hotel_08","website_chat","EN","service_request","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"Human",330,"TRUE"
"INT2025_07_0515","2025-07-12 11:34:00","hotel_03","instagram","NO","technical_issue","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",58,"TRUE"
"INT2025_07_0516","2025-07-12 12:49:00","hotel_07","facebook","EN","check_in","simple","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",88,"TRUE"
"INT2025_07_0489","2025-07-30 16:09:00","hotel_05","website_chat","EN","spa_reservation","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",96,"TRUE"
"INT2025_07_0522","2025-07-15 08:24:00","hotel_10","email","EN","service_request","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"Human",360,"TRUE"
"INT2025_07_0525","2025-07-17 11:29:00","hotel_12","instagram","EN","info","simple","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",94,"TRUE"
"INT2025_07_0528","2025-07-18 14:34:00","hotel_06","website_chat","EN","complaint","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"Human",430,"TRUE"
"INT2025_07_0534","2025-07-21 10:49:00","hotel_unknown","website_chat","EN","info","simple","","","","","","AI",98,"TRUE"
"INT2025_07_0531","2025-07-20 07:03:00","hotel_05","facebook","EN","spa_reservation","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"Human",320,"TRUE"
"INT2025_07_0533","2025-07-21 09:34:00","hotel_09","website_chat","NO","check_out","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",66,"TRUE"
"INT2025_07_0519","2025-07-14 15:54:00","hotel_09","website_chat","EN","check_out","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",600,"FALSE"
"INT2025_07_0524","2025-07-16 10:54:00","hotel_11","website_chat","NO","technical_issue","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"AI",64,"TRUE"
"INT2025_07_0540","2025-07-24 16:19:00","hotel_08","instagram","EN","technical_issue","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"Human",380,"TRUE"
"INT2025_07_0542","2025-07-25 09:14:00","hotel_03","email","NO","info","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",68,"TRUE"
"INT2025_07_0543","2025-07-26 10:29:00","hotel_07","website_chat","EN","booking","simple","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",96,"TRUE"
"INT2025_07_0549","2025-07-29 16:39:00","hotel_10","website_chat","EN","technical_issue","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"Human",330,"TRUE"
"INT2025_07_0537","2025-07-23 13:54:00","hotel_11","email","EN","service_request","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"Human",520,"FALSE"
"INT2025_07_0551","2025-07-30 07:53:00","hotel_11","facebook","NO","check_in","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"AI",70,"TRUE"
"INT2025_07_0552","2025-07-30 09:09:00","hotel_12","email","EN","booking","simple","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",100,"TRUE"
"INT2025_07_0546","2025-07-27 13:34:00","hotel_09","facebook","EN","service_request","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",450,"TRUE"
"INT2025_07_0555","2025-07-01 12:14:00","hotel_06","instagram","EN","service_request","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"Human",600,"FALSE"
"INT2025_07_0558","2025-07-02 15:19:00","hotel_05","website_chat","EN","check_out","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"Human",360,"TRUE"
"INT2025_07_0587","2025-07-17 13:49:00","hotel_unknown","email","NO","service_request","complex","","","","","","Human",330,"TRUE"
"INT2025_07_0560","2025-07-03 17:09:00","hotel_09","instagram","NO","booking","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",72,"TRUE"
"INT2025_07_0578","2025-07-12 15:09:00","hotel_09","website_chat","NO","complaint","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",360,"TRUE"
"INT2025_07_0567","2025-07-07 13:59:00","hotel_04","email","EN","info","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",48,"TRUE"
"INT2025_07_0620","2025-07-02 16:39:00","hotel_09","instagram","NO","complaint","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",450,"TRUE"
"INT2025_07_0635","2025-07-10 11:34:00","hotel_09","instagram","NO","booking","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",100,"TRUE"
"INT2025_07_0572","2025-07-09 08:59:00","hotel_05","email","NO","service_request","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",96,"TRUE"
"INT2025_07_0561","2025-07-04 07:48:00","hotel_unknown","facebook","EN","complaint","simple","","","","","","AI",98,"TRUE"
"INT2025_07_0575","2025-07-11 12:04:00","hotel_unknown","instagram","NO","info","complex","","","","","","Human",520,"FALSE"
"INT2025_07_0576","2025-07-11 13:19:00","hotel_unknown","facebook","EN","check_in","simple","","","","","","AI",44,"TRUE"
"INT2025_07_0581","2025-07-14 07:38:00","hotel_04","facebook","NO","spa_reservation","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",92,"TRUE"
"INT2025_07_0585","2025-07-16 11:59:00","hotel_07","instagram","EN","booking","simple","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",50,"TRUE"
"INT2025_07_0590","2025-07-18 16:54:00","hotel_unknown","instagram","NO","technical_issue","complex","","","","","","AI",100,"TRUE"
"INT2025_07_0603","2025-07-25 09:59:00","hotel_unknown","website_chat","EN","complaint","simple","","","","","","AI",52,"TRUE"
"INT2025_07_0617","2025-07-01 14:14:00","hotel_unknown","email","NO","info","complex","","","","","","AI",102,"TRUE"
"INT2025_07_0593","2025-07-20 10:04:00","hotel_11","website_chat","NO","booking","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"Human",600,"FALSE"
"INT2025_07_0632","2025-07-08 08:29:00","hotel_unknown","email","NO","technical_issue","complex","","","","","","Human",380,"TRUE"
"INT2025_07_0564","2025-07-05 10:54:00","hotel_09","website_chat","EN","spa_reservation","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",430,"TRUE"
"INT2025_07_0602","2025-07-24 08:44:00","hotel_09","email","NO","booking","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",430,"TRUE"
"INT2025_07_0569","2025-07-08 16:29:00","hotel_06","website_chat","NO","check_out","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"Human",380,"TRUE"
"INT2025_07_0605","2025-07-26 11:49:00","hotel_10","instagram","NO","service_request","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"Human",320,"TRUE"
"INT2025_07_0608","2025-07-27 14:54:00","hotel_12","website_chat","NO","check_out","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",94,"TRUE"
"INT2025_07_0584","2025-07-15 10:44:00","hotel_03","website_chat","NO","info","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"Human",450,"TRUE"
"INT2025_07_0611","2025-07-29 07:23:00","hotel_06","facebook","NO","complaint","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"Human",520,"FALSE"
"INT2025_07_0594","2025-07-20 11:19:00","hotel_12","website_chat","EN","check_out","simple","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",46,"TRUE"
"INT2025_07_0599","2025-07-23 16:14:00","hotel_07","website_chat","NO","technical_issue","complex","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",98,"TRUE"
"INT2025_07_0614","2025-07-30 11:09:00","hotel_05","website_chat","NO","spa_reservation","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"Human",360,"TRUE"
"INT2025_07_0623","2025-07-04 09:49:00","hotel_04","website_chat","NO","spa_reservation","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"Human",330,"TRUE"
"INT2025_07_0626","2025-07-05 12:54:00","hotel_03","facebook","NO","check_in","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",96,"TRUE"
"INT2025_07_0630","2025-07-07 16:34:00","hotel_09","instagram","EN","service_request","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",49,"TRUE"
"INT2025_07_0596","2025-07-21 13:09:00","hotel_08","facebook","NO","service_request","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"Human",380,"TRUE"
"INT2025_08_0001","2025-08-01 07:14:00","hotel_05","email","NO","info","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",5.3,"TRUE"
"INT2025_08_0002","2025-08-01 08:27:00","hotel_08","website_chat","EN","booking","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",30.5,"TRUE"
"INT2025_08_0003","2025-08-02 09:41:00","hotel_10","website_chat","NO","service_request","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",7.8,"TRUE"
"INT2025_08_0004","2025-08-02 11:02:00","hotel_01","instagram","EN","complaint","complex","The Well","Sandvika","Norway","spa",231,"Human",298.7,"TRUE"
"INT2025_08_0005","2025-08-03 11:35:00","hotel_12","email","NO","check_out","simple","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",6.2,"TRUE"
"INT2025_07_0612","2025-07-29 08:39:00","hotel_03","email","EN","service_request","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",47,"TRUE"
"INT2025_07_0621","2025-07-03 07:18:00","hotel_11","facebook","EN","service_request","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"AI",54,"TRUE"
"INT2025_07_0629","2025-07-07 15:59:00","hotel_02","website_chat","NO","service_request","complex","Oslo City Hotel","Oslo","Norway","city",180,"Human",600,"FALSE"
"INT2025_08_0009","2025-08-06 16:53:00","hotel_06","website_chat","EN","info","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI","","FALSE"
"INT2025_08_0008","2025-08-05 14:24:00","hotel_09","website_chat","NO","technical_issue","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",395,"TRUE"
"INT2025_08_0015","2025-08-10 11:54:00","hotel_09","instagram","EN","check_in","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",28,"TRUE"
"INT2025_08_0011","2025-08-08 08:03:00","hotel_04","facebook","NO","service_request","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",24,"TRUE"
"INT2025_08_0072","2025-08-07 09:04:00","hotel_09","email","EN","info","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",26,"TRUE"
"INT2025_08_0023","2025-08-14 10:02:00","hotel_11","email","NO","check_out","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"AI",45,"TRUE"
"INT2025_08_0027","2025-08-16 14:24:00","hotel_08","facebook","EN","technical_issue","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",22,"TRUE"
"INT2025_08_0024","2025-08-14 11:18:00","hotel_unknown","website_chat","EN","booking","simple","","","","","","Human",420,"TRUE"
"INT2025_08_0029","2025-08-17 15:43:00","hotel_03","website_chat","NO","booking","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"Human",340,"TRUE"
"INT2025_08_0020","2025-08-12 17:03:00","hotel_unknown","instagram","NO","service_request","simple","","","","","","AI",26,"TRUE"
"INT2025_08_0036","2025-08-20 12:52:00","hotel_unknown","facebook","EN","technical_issue","simple","","","","","","AI",25,"TRUE"
"INT2025_08_0050","2025-08-27 16:59:00","hotel_unknown","instagram","NO","check_out","complex","","","","","","AI",62,"TRUE"
"INT2025_08_0038","2025-08-21 15:25:00","hotel_11","website_chat","NO","check_out","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"Human",380,"TRUE"
"INT2025_08_0063","2025-08-03 10:24:00","hotel_unknown","website_chat","EN","info","simple","","","","","","AI",28,"TRUE"
"INT2025_08_0071","2025-08-07 07:48:00","hotel_unknown","facebook","NO","technical_issue","complex","","","","","","Human",430,"TRUE"
"INT2025_08_0045","2025-08-25 12:03:00","hotel_07","instagram","EN","technical_issue","simple","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",27,"TRUE"
"INT2025_08_0077","2025-08-10 13:59:00","hotel_unknown","email","NO","service_request","complex","","","","","","AI",68,"TRUE"
"INT2025_08_0047","2025-08-26 13:54:00","hotel_02","email","NO","info","complex","Oslo City Hotel","Oslo","Norway","city",180,"Human",330,"TRUE"
"INT2025_08_0044","2025-08-24 11:29:00","hotel_09","website_chat","NO","spa_reservation","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",450,"TRUE"
"INT2025_08_0053","2025-08-29 10:09:00","hotel_12","website_chat","NO","spa_reservation","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"Human",480,"FALSE"
"INT2025_08_0056","2025-08-30 13:14:00","hotel_06","facebook","NO","booking","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"Human",320,"TRUE"
"INT2025_08_0035","2025-08-20 12:19:00","hotel_unknown","website_chat","NO","spa_reservation","complex","","","","","","Human",520,"FALSE"
"INT2025_08_0062","2025-08-02 09:09:00","hotel_09","email","NO","technical_issue","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",520,"FALSE"
"INT2025_08_0065","2025-08-04 12:14:00","hotel_10","instagram","NO","check_out","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"Human",360,"TRUE"
"INT2025_08_0054","2025-08-29 11:24:00","hotel_04","website_chat","EN","technical_issue","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",24,"TRUE"
"INT2025_08_0068","2025-08-05 15:19:00","hotel_04","website_chat","NO","check_in","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",56,"TRUE"
"INT2025_08_0032","2025-08-18 09:18:00","hotel_05","email","NO","service_request","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",58,"TRUE"
"INT2025_08_0041","2025-08-23 07:42:00","hotel_08","facebook","NO","service_request","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",60,"TRUE"
"INT2025_08_0080","2025-08-11 17:04:00","hotel_11","instagram","NO","check_in","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"Human",520,"FALSE"
"INT2025_08_0081","2025-08-12 07:39:00","hotel_12","facebook","EN","info","simple","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",29,"TRUE"
"INT2025_08_0083","2025-08-13 10:09:00","hotel_08","website_chat","NO","complaint","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"Human",380,"TRUE"
"INT2025_08_0059","2025-08-01 15:49:00","hotel_07","website_chat","NO","service_request","complex","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",65,"TRUE"
"INT2025_08_0086","2025-08-14 13:14:00","hotel_09","facebook","NO","service_request","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",64,"TRUE"
"INT2025_08_0101","2025-08-22 07:48:00","hotel_09","facebook","NO","check_in","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",360,"TRUE"
"INT2025_08_0090","2025-08-16 16:34:00","hotel_09","instagram","EN","check_in","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",27,"TRUE"
"INT2025_08_0095","2025-08-19 12:14:00","hotel_12","instagram","NO","spa_reservation","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",70,"TRUE"
"INT2025_08_0092","2025-08-17 09:09:00","hotel_unknown","email","NO","complaint","complex","","","","","","Human",320,"TRUE"
"INT2025_08_0098","2025-08-20 15:19:00","hotel_unknown","website_chat","NO","info","complex","","","","","","Human",520,"FALSE"
"INT2025_08_0107","2025-08-25 13:59:00","hotel_unknown","email","NO","booking","complex","","","","","","Human",430,"TRUE"
"INT2025_08_0108","2025-08-25 15:14:00","hotel_10","website_chat","EN","check_out","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",28,"TRUE"
"INT2025_08_0113","2025-08-28 10:09:00","hotel_06","website_chat","NO","technical_issue","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",72,"TRUE"
"INT2025_08_0135","2025-08-08 12:09:00","hotel_unknown","instagram","EN","check_in","simple","","","","","","AI",32,"TRUE"
"INT2025_08_0116","2025-08-29 13:14:00","hotel_07","facebook","NO","booking","complex","Trondheim Central Hotel","Trondheim","Norway","city",140,"Human",520,"FALSE"
"INT2025_08_0117","2025-08-30 14:29:00","hotel_05","email","EN","complaint","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",31,"TRUE"
"INT2025_08_0110","2025-08-26 17:04:00","hotel_12","instagram","NO","service_request","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"Human",330,"TRUE"
"INT2025_08_0150","2025-08-15 16:34:00","hotel_unknown","instagram","EN","booking","simple","","","","","","Human",520,"FALSE"
"INT2025_08_0122","2025-08-01 09:09:00","hotel_10","email","NO","technical_issue","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",68,"TRUE"
"INT2025_08_0162","2025-08-21 09:04:00","hotel_unknown","email","EN","service_request","simple","","","","","","Human",330,"TRUE"
"INT2025_08_0125","2025-08-03 12:14:00","hotel_04","instagram","NO","booking","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"Human",450,"TRUE"
