"interaction_id","timestamp","hotel_id","channel","language","request_type","complexity","hotel_name","city","country","hotel_type","rooms"
"INT2025_07_0494","2025-07-01 11:09:00","hotel_10","website_chat","NO","complaint","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_07_0527","2025-07-18 13:59:00","hotel_08","email","NO","booking","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_07_0528","2025-07-18 14:34:00","hotel_06","website_chat","EN","complaint","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_07_0534","2025-07-21 10:49:00","hotel_unknown","website_chat","EN","info","simple","","","","",""
"INT2025_07_0530","2025-07-19 16:24:00","hotel_07","instagram","NO","service_request","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_07_0531","2025-07-20 07:03:00","hotel_05","facebook","EN","spa_reservation","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_07_0533","2025-07-21 09:34:00","hotel_09","website_chat","NO","check_out","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_07_0519","2025-07-14 15:54:00","hotel_09","website_chat","EN","check_out","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_07_0524","2025-07-16 10:54:00","hotel_11","website_chat","NO","technical_issue","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_07_0540","2025-07-24 16:19:00","hotel_08","instagram","EN","technical_issue","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_07_0539","2025-07-24 15:44:00","hotel_04","website_chat","NO","spa_reservation","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_07_0542","2025-07-25 09:14:00","hotel_03","email","NO","info","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_07_0543","2025-07-26 10:29:00","hotel_07","website_chat","EN","booking","simple","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_07_0549","2025-07-29 16:39:00","hotel_10","website_chat","EN","technical_issue","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_07_0545","2025-07-27 12:19:00","hotel_02","instagram","NO","complaint","complex","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_07_0554","2025-07-31 10:59:00","hotel_unknown","website_chat","NO","service_request","complex","","","","",""
"INT2025_07_0537","2025-07-23 13:54:00","hotel_11","email","EN","service_request","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_07_0551","2025-07-30 07:53:00","hotel_11","facebook","NO","check_in","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_07_0552","2025-07-30 09:09:00","hotel_12","email","EN","booking","simple","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_07_0546","2025-07-27 13:34:00","hotel_09","facebook","EN","service_request","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_07_0555","2025-07-01 12:14:00","hotel_06","instagram","EN","service_request","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_07_0557","2025-07-02 14:04:00","hotel_07","email","NO","technical_issue","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_07_0558","2025-07-02 15:19:00","hotel_05","website_chat","EN","check_out","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_07_0587","2025-07-17 13:49:00","hotel_unknown","email","NO","service_request","complex","","","","",""
"INT2025_07_0560","2025-07-03 17:09:00","hotel_09","instagram","NO","booking","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_07_0578","2025-07-12 15:09:00","hotel_09","website_chat","NO","complaint","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_07_0563","2025-07-05 10:19:00","hotel_10","website_chat","NO","service_request","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_07_0606","2025-07-26 13:04:00","hotel_09","facebook","EN","spa_reservation","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_07_0566","2025-07-06 13:24:00","hotel_12","facebook","NO","check_in","complex","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_07_0567","2025-07-07 13:59:00","hotel_04","email","EN","info","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_07_0620","2025-07-02 16:39:00","hotel_09","instagram","NO","complaint","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_07_0570","2025-07-08 17:04:00","hotel_03","instagram","EN","complaint","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_07_0635","2025-07-10 11:34:00","hotel_09","instagram","NO","booking","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_07_0572","2025-07-09 08:59:00","hotel_05","email","NO","service_request","complex","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_07_0573","2025-07-10 10:14:00","hotel_02","website_chat","EN","spa_reservation","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_07_0561","2025-07-04 07:48:00","hotel_unknown","facebook","EN","complaint","simple","","","","",""
"INT2025_07_0575","2025-07-11 12:04:00","hotel_unknown","instagram","NO","info","complex","","","","",""
"INT2025_07_0576","2025-07-11 13:19:00","hotel_unknown","facebook","EN","check_in","simple","","","","",""
"INT2025_07_0581","2025-07-14 07:38:00","hotel_04","facebook","NO","spa_reservation","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_07_0582","2025-07-14 08:54:00","hotel_08","email","EN","technical_issue","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_07_0585","2025-07-16 11:59:00","hotel_07","instagram","EN","booking","simple","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_07_0590","2025-07-18 16:54:00","hotel_unknown","instagram","NO","technical_issue","complex","","","","",""
"INT2025_07_0588","2025-07-17 15:04:00","hotel_09","website_chat","EN","service_request","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_07_0603","2025-07-25 09:59:00","hotel_unknown","website_chat","EN","complaint","simple","","","","",""
"INT2025_07_0591","2025-07-19 07:33:00","hotel_10","facebook","EN","check_in","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_07_0617","2025-07-01 14:14:00","hotel_unknown","email","NO","info","complex","","","","",""
"INT2025_07_0593","2025-07-20 10:04:00","hotel_11","website_chat","NO","booking","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_07_0618","2025-07-01 14:49:00","hotel_unknown","website_chat","EN","booking","simple","","","","",""
"INT2025_07_0597","2025-07-22 14:24:00","hotel_06","email","EN","service_request","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_07_0632","2025-07-08 08:29:00","hotel_unknown","email","NO","technical_issue","complex","","","","",""
"INT2025_07_0600","2025-07-23 16:49:00","hotel_05","instagram","EN","info","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_07_0564","2025-07-05 10:54:00","hotel_09","website_chat","EN","spa_reservation","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_07_0602","2025-07-24 08:44:00","hotel_09","email","NO","booking","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_07_0569","2025-07-08 16:29:00","hotel_06","website_chat","NO","check_out","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_07_0605","2025-07-26 11:49:00","hotel_10","instagram","NO","service_request","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_07_0608","2025-07-27 14:54:00","hotel_12","website_chat","NO","check_out","complex","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_07_0584","2025-07-15 10:44:00","hotel_03","website_chat","NO","info","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_07_0611","2025-07-29 07:23:00","hotel_06","facebook","NO","complaint","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_07_0594","2025-07-20 11:19:00","hotel_12","website_chat","EN","check_out","simple","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_07_0615","2025-07-31 11:44:00","hotel_02","instagram","EN","technical_issue","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_07_0599","2025-07-23 16:14:00","hotel_07","website_chat","NO","technical_issue","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_07_0609","2025-07-28 16:09:00","hotel_04","website_chat","EN","info","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_07_0614","2025-07-30 11:09:00","hotel_05","website_chat","NO","spa_reservation","complex","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_07_0623","2025-07-04 09:49:00","hotel_04","website_chat","NO","spa_reservation","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_07_0624","2025-07-04 11:04:00","hotel_08","website_chat","EN","technical_issue","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_07_0626","2025-07-05 12:54:00","hotel_03","facebook","NO","check_in","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_07_0627","2025-07-06 14:09:00","hotel_07","email","EN","booking","simple","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_07_0630","2025-07-07 16:34:00","hotel_09","instagram","EN","service_request","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_07_0596","2025-07-21 13:09:00","hotel_08","facebook","NO","service_request","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_07_0633","2025-07-09 09:44:00","hotel_10","website_chat","EN","check_out","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_07_0579","2025-07-13 16:24:00","hotel_11","website_chat","EN","service_request","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0001","2025-08-01 07:14:00","hotel_05","email","NO","info","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0002","2025-08-01 08:27:00","hotel_08","website_chat","EN","booking","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0003","2025-08-02 09:41:00","hotel_10","website_chat","NO","service_request","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0004","2025-08-02 11:02:00","hotel_01","instagram","EN","complaint","complex","The Well","Sandvika","Norway","spa",231
"INT2025_08_0005","2025-08-03 11:35:00","hotel_12","email","NO","check_out","simple","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_07_0612","2025-07-29 08:39:00","hotel_03","email","EN","service_request","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_07_0621","2025-07-03 07:18:00","hotel_11","facebook","EN","service_request","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_07_0629","2025-07-07 15:59:00","hotel_02","website_chat","NO","service_request","complex","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0009","2025-08-06 16:53:00","hotel_06","website_chat","EN","info","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0008","2025-08-05 14:24:00","hotel_09","website_chat","NO","technical_issue","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0015","2025-08-10 11:54:00","hotel_09","instagram","EN","check_in","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0011","2025-08-08 08:03:00","hotel_04","facebook","NO","service_request","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0012","2025-08-08 09:17:00","hotel_08","email","EN","booking","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0072","2025-08-07 09:04:00","hotel_09","email","EN","info","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0017","2025-08-11 13:58:00","hotel_05","facebook","NO","spa_reservation","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0018","2025-08-11 14:40:00","hotel_02","website_chat","EN","technical_issue","complex","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0023","2025-08-14 10:02:00","hotel_11","email","NO","check_out","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0021","2025-08-13 17:32:00","hotel_unknown","email","EN","complaint","complex","","","","",""
"INT2025_08_0026","2025-08-15 13:07:00","hotel_04","instagram","NO","spa_reservation","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0027","2025-08-16 14:24:00","hotel_08","facebook","EN","technical_issue","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0024","2025-08-14 11:18:00","hotel_unknown","website_chat","EN","booking","simple","","","","",""
"INT2025_08_0029","2025-08-17 15:43:00","hotel_03","website_chat","NO","booking","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0020","2025-08-12 17:03:00","hotel_unknown","instagram","NO","service_request","simple","","","","",""
"INT2025_08_0033","2025-08-19 09:47:00","hotel_02","instagram","EN","service_request","medium","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0036","2025-08-20 12:52:00","hotel_unknown","facebook","EN","technical_issue","simple","","","","",""
"INT2025_08_0050","2025-08-27 16:59:00","hotel_unknown","instagram","NO","check_out","complex","","","","",""
"INT2025_08_0038","2025-08-21 15:25:00","hotel_11","website_chat","NO","check_out","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0063","2025-08-03 10:24:00","hotel_unknown","website_chat","EN","info","simple","","","","",""
"INT2025_08_0042","2025-08-23 08:58:00","hotel_06","email","EN","booking","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0071","2025-08-07 07:48:00","hotel_unknown","facebook","NO","technical_issue","complex","","","","",""
"INT2025_08_0045","2025-08-25 12:03:00","hotel_07","instagram","EN","technical_issue","simple","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0077","2025-08-10 13:59:00","hotel_unknown","email","NO","service_request","complex","","","","",""
"INT2025_08_0047","2025-08-26 13:54:00","hotel_02","email","NO","info","complex","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0048","2025-08-26 15:08:00","hotel_09","website_chat","EN","complaint","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0078","2025-08-10 15:14:00","hotel_unknown","website_chat","EN","spa_reservation","simple","","","","",""
"INT2025_08_0044","2025-08-24 11:29:00","hotel_09","website_chat","NO","spa_reservation","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0053","2025-08-29 10:09:00","hotel_12","website_chat","NO","spa_reservation","complex","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0014","2025-08-09 11:02:00","hotel_03","website_chat","NO","service_request","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0056","2025-08-30 13:14:00","hotel_06","facebook","NO","booking","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0057","2025-08-31 14:29:00","hotel_03","email","EN","check_in","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0030","2025-08-17 16:35:00","hotel_07","website_chat","EN","complaint","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0060","2025-08-01 16:34:00","hotel_05","instagram","EN","service_request","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0035","2025-08-20 12:19:00","hotel_unknown","website_chat","NO","spa_reservation","complex","","","","",""
"INT2025_08_0062","2025-08-02 09:09:00","hotel_09","email","NO","technical_issue","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0039","2025-08-22 15:38:00","hotel_12","website_chat","EN","complaint","simple","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0065","2025-08-04 12:14:00","hotel_10","instagram","NO","check_out","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0066","2025-08-04 13:29:00","hotel_11","facebook","EN","complaint","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0054","2025-08-29 11:24:00","hotel_04","website_chat","EN","technical_issue","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0068","2025-08-05 15:19:00","hotel_04","website_chat","NO","check_in","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0069","2025-08-06 15:54:00","hotel_08","website_chat","EN","service_request","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0075","2025-08-09 12:09:00","hotel_02","instagram","EN","check_out","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0032","2025-08-18 09:18:00","hotel_05","email","NO","service_request","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0041","2025-08-23 07:42:00","hotel_08","facebook","NO","service_request","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0080","2025-08-11 17:04:00","hotel_11","instagram","NO","check_in","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0081","2025-08-12 07:39:00","hotel_12","facebook","EN","info","simple","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0051","2025-08-28 07:37:00","hotel_10","facebook","EN","service_request","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0083","2025-08-13 10:09:00","hotel_08","website_chat","NO","complaint","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0059","2025-08-01 15:49:00","hotel_07","website_chat","NO","service_request","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0086","2025-08-14 13:14:00","hotel_09","facebook","NO","service_request","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0087","2025-08-15 14:29:00","hotel_07","email","EN","spa_reservation","simple","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0101","2025-08-22 07:48:00","hotel_09","facebook","NO","check_in","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0090","2025-08-16 16:34:00","hotel_09","instagram","EN","check_in","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0138","2025-08-09 15:14:00","hotel_09","website_chat","EN","spa_reservation","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0152","2025-08-16 09:09:00","hotel_09","email","NO","check_out","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0095","2025-08-19 12:14:00","hotel_12","instagram","NO","spa_reservation","complex","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0096","2025-08-19 13:29:00","hotel_04","facebook","EN","technical_issue","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0093","2025-08-18 10:24:00","hotel_10","website_chat","EN","service_request","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0092","2025-08-17 09:09:00","hotel_unknown","email","NO","complaint","complex","","","","",""
"INT2025_08_0098","2025-08-20 15:19:00","hotel_unknown","website_chat","NO","info","complex","","","","",""
"INT2025_08_0105","2025-08-24 12:09:00","hotel_09","instagram","EN","technical_issue","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0107","2025-08-25 13:59:00","hotel_unknown","email","NO","booking","complex","","","","",""
"INT2025_08_0108","2025-08-25 15:14:00","hotel_10","website_chat","EN","check_out","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0120","2025-08-31 16:34:00","hotel_unknown","instagram","EN","service_request","simple","","","","",""
"INT2025_08_0111","2025-08-27 07:39:00","hotel_04","facebook","EN","service_request","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0102","2025-08-22 09:04:00","hotel_07","email","EN","service_request","simple","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0113","2025-08-28 10:09:00","hotel_06","website_chat","NO","technical_issue","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0135","2025-08-08 12:09:00","hotel_unknown","instagram","EN","check_in","simple","","","","",""
"INT2025_08_0116","2025-08-29 13:14:00","hotel_07","facebook","NO","booking","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0117","2025-08-30 14:29:00","hotel_05","email","EN","complaint","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0110","2025-08-26 17:04:00","hotel_12","instagram","NO","service_request","complex","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0150","2025-08-15 16:34:00","hotel_unknown","instagram","EN","booking","simple","","","","",""
"INT2025_08_0122","2025-08-01 09:09:00","hotel_10","email","NO","technical_issue","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0123","2025-08-02 10:24:00","hotel_11","website_chat","EN","info","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0162","2025-08-21 09:04:00","hotel_unknown","email","EN","service_request","simple","","","","",""
"INT2025_08_0125","2025-08-03 12:14:00","hotel_04","instagram","NO","booking","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0126","2025-08-03 13:29:00","hotel_08","facebook","EN","complaint","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0089","2025-08-16 15:49:00","hotel_02","website_chat","NO","info","complex","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0128","2025-08-04 15:19:00","hotel_06","website_chat","NO","service_request","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0164","2025-08-22 10:54:00","hotel_09","website_chat","NO","technical_issue","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0131","2025-08-06 07:48:00","hotel_05","facebook","NO","check_out","complex","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0132","2025-08-06 09:04:00","hotel_02","email","EN","info","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0099","2025-08-21 15:54:00","hotel_06","website_chat","EN","booking","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0104","2025-08-23 10:54:00","hotel_02","website_chat","NO","spa_reservation","complex","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0137","2025-08-09 13:59:00","hotel_11","email","NO","service_request","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0134","2025-08-07 10:54:00","hotel_unknown","website_chat","NO","complaint","complex","","","","",""
"INT2025_08_0140","2025-08-10 17:04:00","hotel_04","instagram","NO","info","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0141","2025-08-11 07:39:00","hotel_08","facebook","EN","booking","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0114","2025-08-28 11:24:00","hotel_03","website_chat","EN","check_in","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0143","2025-08-12 10:09:00","hotel_03","website_chat","NO","complaint","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0149","2025-08-15 15:49:00","hotel_unknown","website_chat","NO","info","complex","","","","",""
"INT2025_08_0146","2025-08-13 13:14:00","hotel_02","facebook","NO","spa_reservation","complex","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0147","2025-08-14 14:29:00","hotel_09","email","EN","technical_issue","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0129","2025-08-05 15:54:00","hotel_03","website_chat","EN","spa_reservation","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0155","2025-08-18 12:14:00","hotel_08","instagram","NO","spa_reservation","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0156","2025-08-18 13:29:00","hotel_06","facebook","EN","technical_issue","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0159","2025-08-20 15:54:00","hotel_05","website_chat","EN","booking","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0158","2025-08-19 15:19:00","hotel_07","website_chat","NO","check_in","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0119","2025-08-31 15:49:00","hotel_09","website_chat","NO","service_request","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0153","2025-08-17 10:24:00","hotel_12","website_chat","EN","service_request","simple","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0165","2025-08-23 12:09:00","hotel_10","instagram","EN","check_out","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0144","2025-08-12 11:24:00","hotel_07","website_chat","EN","service_request","simple","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0167","2025-08-24 13:59:00","hotel_12","email","NO","booking","complex","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0168","2025-08-24 15:14:00","hotel_04","website_chat","EN","complaint","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0161","2025-08-21 07:48:00","hotel_09","facebook","NO","service_request","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0170","2025-08-25 17:04:00","hotel_06","instagram","NO","service_request","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0192","2025-08-05 09:04:00","hotel_09","email","EN","check_in","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0173","2025-08-27 10:09:00","hotel_05","website_chat","NO","technical_issue","complex","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0195","2025-08-07 12:09:00","hotel_12","instagram","EN","service_request","simple","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0180","2025-08-30 16:34:00","hotel_11","instagram","EN","spa_reservation","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0218","2025-08-18 15:19:00","hotel_09","website_chat","NO","booking","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0182","2025-08-31 09:09:00","hotel_04","email","NO","check_in","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0183","2025-08-01 10:24:00","hotel_08","website_chat","EN","info","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0245","2025-08-01 12:14:00","hotel_09","instagram","NO","check_out","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0185","2025-08-02 12:14:00","hotel_07","instagram","NO","complaint","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0186","2025-08-02 13:29:00","hotel_05","facebook","EN","check_out","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0171","2025-08-26 07:39:00","hotel_unknown","facebook","EN","service_request","simple","","","","",""
"INT2025_08_0188","2025-08-03 15:19:00","hotel_09","website_chat","NO","service_request","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0176","2025-08-28 13:14:00","hotel_unknown","facebook","NO","check_out","complex","","","","",""
"INT2025_08_0191","2025-08-05 07:48:00","hotel_10","facebook","NO","info","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0177","2025-08-29 14:29:00","hotel_unknown","email","EN","complaint","simple","","","","",""
